MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
316017297,2024-05-03T18:37:51,20.09340,-155.88917,5.0,144.0,140.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:39:22,20.09170,-155.88777,5.0,139.0,140.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:40:51,20.09001,-155.88645,4.9,143.2,142.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:41:52,20.08883,-155.88556,5.1,142.0,142.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:43:21,20.08711,-155.88429,5.0,146.1,141.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:44:25,20.08589,-155.88336,4.9,146.2,141.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:45:51,20.08425,-155.88209,5.4,141.7,139.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:47:21,20.08239,-155.88060,5.8,146.0,139.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:48:23,20.08104,-155.87955,5.9,145.5,139.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:49:51,20.07915,-155.87805,5.1,144.9,140.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:50:52,20.07801,-155.87713,5.4,148.6,137.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:52:22,20.07628,-155.87573,4.9,140.8,139.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:53:51,20.07453,-155.87431,5.3,139.6,140.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:54:53,20.07331,-155.87336,5.3,149.6,141.0,CARIBANA,,CFK9771,36,,6,2,,,B
316017297,2024-05-03T18:56:21,20.07161,-155.87199,5.2,139.1,139.0,CARIBANA,,CFK9771,36,,6,2,,,B
