MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368143820,2020-05-27T04:03:16,34.06853,-120.54199,7.9,331.8,511.0,SPIRIT QUEST,,WDL5726,37,,21,6,,,B
368143820,2020-05-27T04:04:46,34.07142,-120.54379,7.5,332.3,511.0,SPIRIT QUEST,,WDL5726,37,,21,6,,,B
367139040,2020-02-05T18:55:27,34.08705,-120.50376,13.7,255.8,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T18:58:39,34.08484,-120.51759,12.2,262.0,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T18:59:45,34.08450,-120.52050,7.1,273.8,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:00:03,34.08455,-120.52121,7.0,276.6,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:01:10,34.08507,-120.52266,2.3,301.1,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:02:15,34.08535,-120.52322,2.2,309.0,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:03:19,34.08538,-120.52359,0.6,319.0,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:04:39,34.08574,-120.52369,1.3,318.6,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:05:49,34.08567,-120.52384,0.6,288.4,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:06:59,34.08603,-120.52402,2.1,44.1,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:08:19,34.08561,-120.52385,0.9,139.7,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:09:29,34.08543,-120.52364,1.7,142.7,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:10:39,34.08549,-120.52338,2.9,32.2,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:11:50,34.08583,-120.52304,1.8,251.9,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:13:09,34.08565,-120.52317,0.5,145.9,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:14:20,34.08575,-120.52349,0.9,294.1,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:15:50,34.08572,-120.52384,0.9,198.9,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:16:59,34.08582,-120.52445,2.2,310.1,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:18:30,34.08629,-120.52305,4.7,88.3,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:19:40,34.08645,-120.52138,4.6,73.5,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:20:49,34.08666,-120.51916,9.0,83.2,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:22:49,34.08886,-120.51179,15.2,70.0,511.0,FULMAR,,WDD3992,90,0,,,,10,A
367139040,2020-02-05T19:23:55,34.09024,-120.50684,14.8,69.7,511.0,FULMAR,,WDD3992,90,0,,,,10,A
338172203,2020-04-15T11:16:56,34.09524,-120.52177,43.4,196.6,511.0,MADISON THERESE,,,37,,,,,,B
