MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
366875820,2020-06-04T16:11:56,34.09179,-120.50218,19.2,248.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:13:01,34.08981,-120.50865,18.9,251.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:14:07,34.08771,-120.51486,18.5,249.8,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:15:08,34.08578,-120.52075,19.2,252.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:16:13,34.08524,-120.52413,3.2,296.9,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:17:19,34.08569,-120.52471,1.6,303.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:18:26,34.08600,-120.52498,1.5,328.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:19:32,34.08625,-120.52514,0.9,340.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:20:42,34.08648,-120.52529,0.5,336.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:21:51,34.08668,-120.52542,1.2,324.8,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:23:02,34.08687,-120.52559,0.3,330.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:24:03,34.08706,-120.52572,1.7,330.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:25:12,34.08730,-120.52583,1.3,325.3,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:26:21,34.08757,-120.52594,0.7,328.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:27:22,34.08781,-120.52608,0.6,329.3,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:28:32,34.08805,-120.52625,0.9,331.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:29:42,34.08839,-120.52642,0.9,338.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:31:00,34.08847,-120.52647,1.6,339.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:32:12,34.08904,-120.52691,1.2,320.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:33:22,34.08942,-120.52662,1.5,129.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:34:23,34.08835,-120.52602,4.1,151.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:36:00,34.08738,-120.52541,7.8,136.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:37:02,34.08521,-120.52346,2.3,182.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:38:13,34.08454,-120.52329,1.0,86.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:39:31,34.08462,-120.52339,1.0,321.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:40:41,34.08470,-120.52362,1.6,285.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:41:51,34.08478,-120.52383,0.8,278.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:43:01,34.08489,-120.52404,1.5,304.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-06-04T16:45:01,34.08499,-120.52426,1.1,294.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
