MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338336818,2020-04-02T01:49:57,33.50316,-119.02633,11.3,164.1,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:50:58,33.49980,-119.02564,12.1,168.7,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:52:27,33.49479,-119.02465,13.1,166.3,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:54:00,33.48964,-119.02386,11.4,185.0,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:55:30,33.48517,-119.02486,8.5,202.2,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:56:57,33.48403,-119.02678,2.5,263.8,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:57:58,33.48472,-119.02733,4.1,354.8,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T01:59:29,33.48515,-119.02731,1.3,156.0,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:00:29,33.48490,-119.02713,1.3,153.2,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:04:57,33.48541,-119.02675,0.5,9.9,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:10:58,33.48529,-119.02674,0.4,194.7,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:13:58,33.48543,-119.02675,0.7,196.3,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:16:57,33.48536,-119.02673,1.0,357.6,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:22:58,33.48538,-119.02674,0.8,175.7,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:25:57,33.48542,-119.02673,0.1,14.5,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:28:57,33.48535,-119.02674,0.7,13.4,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:31:59,33.48525,-119.02674,0.2,147.7,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:34:58,33.48522,-119.02678,0.5,180.8,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:37:57,33.48536,-119.02674,0.7,179.8,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:40:58,33.48542,-119.02673,0.3,330.3,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:43:57,33.48524,-119.02673,0.8,5.5,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:46:58,33.48523,-119.02675,0.4,161.3,511.0,ISLAND FOX,,,37,,0,0,,,B
338336818,2020-04-02T02:49:58,33.48529,-119.02674,0.6,179.6,511.0,ISLAND FOX,,,37,,0,0,,,B
