MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
211808800,2022-10-03T02:53:45,33.83745,-120.13677,9.9,122.4,511.0,SYBO,,DC3730,37,,0,0,,,B
211808800,2022-10-03T02:55:13,33.83554,-120.13270,10.5,120.3,511.0,SYBO,,DC3730,37,,0,0,,,B
211808800,2022-10-03T02:56:45,33.83360,-120.12869,9.0,125.1,511.0,SYBO,,DC3730,37,,0,0,,,B
211808800,2022-10-03T02:58:43,33.83115,-120.12355,8.9,127.0,511.0,SYBO,,DC3730,37,,0,0,,,B
368065540,2022-08-05T20:42:32,33.84893,-120.13576,6.8,42.5,43.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:44:05,33.85136,-120.13361,6.8,35.4,26.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:45:34,33.85380,-120.13182,6.7,16.9,20.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:47:04,33.85624,-120.12997,7.6,36.8,25.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:48:34,33.85861,-120.12812,7.1,28.2,21.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:50:02,33.86095,-120.12625,5.9,32.1,27.0,TASI,,WDK5511,37,,11,2,,,B
368065540,2022-08-05T20:52:34,33.86495,-120.12315,6.4,39.1,43.0,TASI,,WDK5511,37,,11,2,,,B
338108169,2022-07-12T17:05:40,33.85085,-120.10597,18.3,251.7,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:10:39,33.84814,-120.11697,0.5,193.1,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:14:11,33.84809,-120.11693,0.0,237.4,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:17:09,33.84816,-120.11683,0.5,148.4,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:21:11,33.84793,-120.11651,0.3,118.6,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:25:11,33.84824,-120.11644,0.5,24.0,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:26:39,33.84801,-120.11687,0.7,275.0,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:28:41,33.84801,-120.11704,0.7,250.1,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:35:10,33.84790,-120.11665,0.6,136.1,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:38:09,33.84813,-120.11628,0.4,39.9,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:41:09,33.84812,-120.11623,0.2,211.4,511.0,SHEARWATER,,,90,,,,,,B
338108169,2022-07-12T17:47:11,33.84834,-120.11621,0.1,354.6,511.0,SHEARWATER,,,90,,,,,,B
