MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
345050080,2020-01-05T16:07:39,28.16731,-88.84242,9.5,25.9,27.0,,,,,0,,,,,A
345050080,2020-01-05T16:09:31,28.17191,-88.83999,9.6,24.8,27.0,,,,,0,,,,,A
345050080,2020-01-05T16:10:46,28.17494,-88.83837,10.0,26.0,27.0,,,,,0,,,,,A
345050080,2020-01-05T16:12:17,28.17872,-88.83642,9.7,25.2,28.0,,,,,0,,,,,A
345050080,2020-01-05T16:15:33,28.18674,-88.83208,9.9,27.6,28.0,,,,,0,,,,,A
345050080,2020-01-05T16:16:52,28.18995,-88.83036,9.9,25.8,27.0,,,,,0,,,,,A
345050080,2020-01-05T16:18:15,28.19344,-88.82851,9.7,25.3,28.0,,,,,0,,,,,A
345050080,2020-01-05T16:19:51,28.19730,-88.82643,9.8,27.6,28.0,,,,,0,,,,,A
538008572,2020-01-25T13:07:41,28.19737,-88.85117,12.6,142.3,142.0,,,,,0,,,,,A
538008572,2020-01-25T13:08:51,28.19419,-88.84834,12.6,141.8,141.0,,,,,0,,,,,A
538008572,2020-01-25T13:10:12,28.19052,-88.84507,12.5,141.7,142.0,,,,,0,,,,,A
538008572,2020-01-25T13:12:12,28.18502,-88.84024,12.5,142.3,142.0,,,,,0,,,,,A
538008572,2020-01-25T13:17:51,28.16950,-88.82663,12.6,142.1,142.0,,,,,0,,,,,A
538008572,2020-01-25T13:20:33,28.16208,-88.82015,12.6,142.4,142.0,,,,,0,,,,,A
257100000,2020-02-01T01:56:02,28.16274,-88.85100,10.0,314.3,320.0,,,,,0,,,,,A
257100000,2020-02-01T01:57:23,28.16540,-88.85401,10.1,315.2,320.0,,,,,0,,,,,A
538006316,2020-02-03T11:12:44,28.17165,-88.81485,13.5,328.5,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:13:53,28.17536,-88.81736,13.5,328.9,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:15:03,28.17914,-88.81996,13.5,328.7,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:16:14,28.18293,-88.82259,13.5,328.8,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:17:23,28.18663,-88.82517,13.5,328.8,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:18:33,28.19046,-88.82772,13.5,328.9,329.0,,,,,0,,,,,A
538006316,2020-02-03T11:19:34,28.19376,-88.82995,13.5,329.0,329.0,,,,,0,,,,,A
367037040,2020-02-03T15:04:56,28.19747,-88.84027,8.1,97.5,511.0,,,,,0,,,,,A
367037040,2020-02-03T15:08:05,28.19639,-88.83269,7.8,100.4,511.0,,,,,0,,,,,A
367037040,2020-02-03T15:10:05,28.19574,-88.82789,7.8,94.7,511.0,,,,,0,,,,,A
367037040,2020-02-03T15:12:05,28.19506,-88.82308,7.7,98.2,511.0,,,,,0,,,,,A
367037040,2020-02-03T15:14:16,28.19431,-88.81783,7.7,99.9,511.0,,,,,0,,,,,A
338926437,2020-02-03T19:48:38,28.19496,-88.82350,24.1,124.7,126.0,,,,,15,,,,,A
538005984,2020-02-09T10:39:28,28.17145,-88.84430,12.4,324.5,325.0,,,,,0,,,,,A
538005984,2020-02-09T10:40:48,28.17520,-88.84725,12.3,325.2,325.0,,,,,0,,,,,A
538005984,2020-02-09T10:43:57,28.18406,-88.85420,12.2,325.2,325.0,,,,,0,,,,,A
538008572,2020-02-15T10:11:01,28.16948,-88.84168,12.7,332.7,511.0,,,,,0,,,,,A
538008572,2020-02-15T10:13:01,28.17568,-88.84555,12.8,330.9,511.0,,,,,0,,,,,A
538008572,2020-02-15T10:16:01,28.18529,-88.85128,13.0,332.2,511.0,,,,,0,,,,,A
563089700,2020-02-15T16:43:49,28.18913,-88.84819,11.5,330.5,330.0,,,,,0,,,,,A
563759000,2020-02-18T20:12:41,28.16478,-88.84079,14.0,34.4,31.0,,,,,0,,,,,A
563759000,2020-02-18T20:13:43,28.16812,-88.83822,14.0,34.3,31.0,,,,,0,,,,,A
563759000,2020-02-18T20:14:50,28.17174,-88.83543,14.0,34.5,31.0,,,,,0,,,,,A
563759000,2020-02-18T20:16:19,28.17650,-88.83171,14.0,34.6,31.0,,,,,0,,,,,A
563759000,2020-02-18T20:17:31,28.18035,-88.82872,14.0,34.5,30.0,,,,,0,,,,,A
563759000,2020-02-18T20:18:32,28.18363,-88.82616,14.0,34.9,31.0,,,,,0,,,,,A
563759000,2020-02-18T20:19:43,28.18742,-88.82316,14.0,35.1,30.0,,,,,0,,,,,A
563759000,2020-02-18T20:20:51,28.19104,-88.82028,14.0,35.3,30.0,,,,,0,,,,,A
563759000,2020-02-18T20:22:11,28.19530,-88.81691,14.0,34.8,30.0,,,,,0,,,,,A
538007454,2020-02-25T02:22:58,28.16290,-88.83444,10.4,326.2,326.0,ROWAYTON EAGLE,IMO9575216,V7OO2,70,0,199,32,13.3,70,A
538007454,2020-02-25T02:24:28,28.16658,-88.83716,10.5,328.1,326.0,ROWAYTON EAGLE,IMO9575216,V7OO2,70,0,199,32,13.3,70,A
538007454,2020-02-25T02:25:49,28.16988,-88.83964,10.5,326.5,326.0,ROWAYTON EAGLE,IMO9575216,V7OO2,70,0,199,32,13.3,70,A
