MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338227769,2020-11-13T10:33:45,34.08125,-120.50806,32.4,279.0,511.0,BUCKET LIST,,,37,,,,,,B
367044250,2020-11-16T16:35:46,34.06822,-120.50547,9.6,29.8,511.0,RANGER 85,,WDJ3240,60,0,25,6,,,A
367044250,2020-11-16T16:38:27,34.07431,-120.50103,9.2,25.9,511.0,RANGER 85,,WDJ3240,60,0,25,6,,,A
367044250,2020-11-16T23:41:56,34.07312,-120.50185,9.9,31.6,511.0,RANGER 85,,WDJ3240,60,0,25,6,,,A
367761230,2020-10-29T18:25:43,34.10275,-120.52189,7.0,155.7,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:28:14,34.09903,-120.51952,6.5,158.1,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:30:13,34.09600,-120.51799,6.9,162.3,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:33:43,34.09050,-120.51546,5.4,140.8,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:35:12,34.08823,-120.51419,6.8,157.8,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:39:13,34.08179,-120.51140,5.2,156.8,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:40:44,34.07937,-120.51050,6.9,154.6,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:44:12,34.07380,-120.50790,5.5,161.5,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:46:13,34.07059,-120.50628,6.4,142.8,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
367761230,2020-10-29T18:47:14,34.06885,-120.50570,7.2,168.0,511.0,STORM PETREL,,WDJ2735,37,,,,,,B
366875820,2020-10-22T16:24:45,34.09472,-120.50120,18.3,242.9,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:25:51,34.09213,-120.50725,18.4,240.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:27:09,34.08910,-120.51366,13.6,236.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:28:27,34.08676,-120.51817,10.6,252.8,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:29:45,34.08616,-120.52088,5.1,248.1,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:30:52,34.08554,-120.52200,2.9,230.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:31:53,34.08522,-120.52223,0.5,187.9,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:33:22,34.08505,-120.52205,1.2,125.9,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:34:34,34.08498,-120.52238,3.1,304.3,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:36:03,34.08575,-120.52210,1.7,113.3,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:37:22,34.08561,-120.52180,0.7,115.2,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:39:13,34.08549,-120.52150,0.7,83.3,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:40:23,34.08545,-120.52133,0.7,101.8,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:41:34,34.08540,-120.52112,1.1,101.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:43:53,34.08502,-120.52117,3.5,243.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:44:54,34.08533,-120.52228,3.7,320.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:46:24,34.08538,-120.52238,0.4,233.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:48:24,34.08569,-120.52241,0.5,23.9,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:49:43,34.08576,-120.52224,0.5,55.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:51:43,34.08570,-120.52189,0.2,115.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:55:14,34.08548,-120.52136,0.7,142.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T16:59:23,34.08532,-120.52170,4.5,314.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:00:03,34.08552,-120.52229,2.0,277.4,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:01:12,34.08545,-120.52306,2.1,133.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:02:44,34.08526,-120.52219,1.3,104.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:04:03,34.08515,-120.52175,0.9,106.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:05:14,34.08507,-120.52149,1.6,98.7,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:06:34,34.08499,-120.52123,0.6,105.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:07:53,34.08490,-120.52099,0.3,109.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:09:44,34.08482,-120.52075,0.2,110.5,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:10:53,34.08478,-120.52060,0.9,91.0,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
366875820,2020-10-22T17:13:04,34.08470,-120.52033,0.5,102.6,511.0,SHEARWATER,,WDB2424,90,0,,,,0,A
